FID,Reference,ReferenceNumb,studyYear,State,location,soil,planted date,Date rust first appeared,Growth stage applied,applicationsNumb,trade name,active ingredient,active ingredient coded,class,class code,amount,stats,replications,mean sep,rustSeverPerc,rustSeverPercLSD,rustSeverPercCont,rustSeverPercContLSD,rustSever1-8,rustSever1-8LSD,rustSever1-8Cont,rustSever1-8ContLSD,Tsincidence,TSincidenceLSD,TSincidenceCont,TSincidenceContLSD,Tsseverity,TSseverityLSD,TSseverityCont,TSseverityContLSD,CercoSever,CercoSeverLSD,CercoSeverCont,CercoSeverContLSD,yield,yieldLSD,yieldCont,yieldContLSD,seedWt,seedWtLSD,seedWtCont,seedWtContLSD,defoliation,lsd,control defol,conrol lsd,aerial web,lsd arial,control arial web,lsd arial
432,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Headline Caramba CoPack,pyraclostrobin fb metconazole,pyra fb met,strobilurin,strobilurin,11.9,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.6,5.6,38.3,5.6,,,,,,,,,,,,
433,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r5,1,Headline Caramba CoPack,pyraclostrobin fb metconazole,pyra fb met,strobilurin,strobilurin,11.9,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,40.1,5.6,38.3,5.6,,,,,,,,,,,,
434,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Punch,flusilazole + carbendazim,flus + carb,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,50.6,5.6,38.3,5.6,,,,,,,,,,,,
435,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Punch fb Punch,flusilazole + carbendazim,flus + carb,triazole,triazole,3 fb 3,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.1,5.6,38.3,5.6,,,,,,,,,,,,
436,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3+21 days,2,Domark,tetraconizole,tetra,triazole,triazole,3,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,50.5,5.6,38.3,5.6,,,,,,,,,,,,
437,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Domark,tetraconizole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.7,5.6,38.3,5.6,,,,,,,,,,,,
438,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Laredo,myclobutanil,myc,triazole,triazole,8,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.4,5.6,38.3,5.6,,,,,,,,,,,,
439,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Folicur,tebuconazole,tebu,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.3,5.6,38.3,5.6,,,,,,,,,,,,
440,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Folicur,tebuconazole,tebu,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,44.1,5.6,38.3,5.6,,,,,,,,,,,,
441,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r5,1,Topguard,flutriafol,flut,triazole,triazole,7,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.1,5.6,38.3,5.6,,,,,,,,,,,,
442,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,"r3,r5",1,Quadris X-tra fb Quadris Xtra,cyproconazole + azoxystrobin,cyp + azo,mixed modes of action,mma,6.84 fb 6.84,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.5,5.6,38.3,5.6,,,,,,,,,,,,
443,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,"r3,r5",2,Topsin M + KFD-09-01,thiophanate methyl + other,thio + other,thiophanate,mma,16 +4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.1,5.6,38.3,5.6,,,,,,,,,,,,
444,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Echo fb Muscle,chlorothalonil fb tebuconazole ,chlo fb tebu,mixed modes of action,mma,20 fb 4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.1,5.6,38.3,5.6,,,,,,,,,,,,
445,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Caramba,metconazole,met ,metconazole,metconazole,8.2,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,52.9,5.6,38.3,5.6,,,,,,,,,,,,
446,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,"r3, r5",1,Quilt fb Quilt,propiconizole + azoxystrobin fb propiconizole + azoxystrobin,prop + azo fb prop + azo,mixed modes of action,mma,14 fb 14,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,51.5,5.6,38.3,5.6,,,,,,,,,,,,
447,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,"r3,r5",1,Uppercut fb Uppercut,triazole,tria,triazole,triazole,4 fb 4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,52.2,5.6,38.3,5.6,,,,,,,,,,,,
448,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3+21 days,2,Alto fb Quadris,cyproconazole + azoxystrobin,cyp + azo,mixed modes of action,mma,4 fb 5.5,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,52.5,5.6,38.3,5.6,,,,,,,,,,,,
449,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,9.2,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,52,5.6,38.3,5.6,,,,,,,,,,,,
450,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,"r3,r5",1,Alto fb Alto,cyproconazole,tria fb tria,triazole,triazole,5.5 fb 5.5,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,50.4,5.6,38.3,5.6,,,,,,,,,,,,
451,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Quilt,propiconizole + azoxystrobin,prop + azo,mixed modes of action,mma,14,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,49.9,5.6,38.3,5.6,,,,,,,,,,,,
452,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Stratego ,Propiconizole + trifloxystrobin,prop + trif,mixed modes of action,mma,7,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,43.3,5.6,38.3,5.6,,,,,,,,,,,,
453,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,"r3,r5",1,Topsin M fb Topsin M,thiophanate methyl,thio,thiophanate,thiophanate,16 fb 16,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,40.7,5.6,38.3,5.6,,,,,,,,,,,,
454,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3 + r5,2,Tebuzol,tebuconizole,tebu,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,3.8,1.8,7.2,1.8,,,,,,,,,,,,,63.9,6.2,58,6.2,,,,,,,,,,,,
455,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3 + r5,2,Tebuzol + Topsin ,tebuconizole + thiophanate methyl,tebu + thio,mixed modes of action,mma,4 + 4,,4,Fishers LSD (p</=0.05,,,,,2,1.8,7.2,1.8,,,,,,,,,,,,,70.7,6.2,58,6.2,,,,,,,,,,,,
456,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3 + r5,2,ACT Plus,unknown,unknown,unknown,unknown,16,,4,Fishers LSD (p</=0.05,,,,,2.2,1.8,7.2,1.8,,,,,,,,,,,,,67.7,6.2,58,6.2,,,,,,,,,,,,
457,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3 + r5,2,KFD-21,unknown,unknown,unknown,unknown,16,,4,Fishers LSD (p</=0.05,,,,,2,1.8,7.2,1.8,,,,,,,,,,,,,69.8,6.2,58,6.2,,,,,,,,,,,,
458,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3 + r5,2,Headline SBR + Headline,tebuconazole + pyraclostrobin + pyraclostrobin,tebu + pyra + pyra,mixed modes of action,mma,7.8,,4,Fishers LSD (p</=0.05,,,,,2,1.8,7.2,1.8,,,,,,,,,,,,,73.3,6.2,58,6.2,,,,,,,,,,,,
459,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3,1,Tebuzol + Topsin ,tebuconizole + thiophanate methyl,tebu + thio,mixed modes of action,mma,4 + 16,,4,Fishers LSD (p</=0.05,,,,,2.4,1.8,7.2,1.8,,,,,,,,,,,,,68.5,6.2,58,6.2,,,,,,,,,,,,
460,Lawrence et al ref 62,62,2007,AL,GCREC,Malbis fine sandy loam,39240,,r3 + r5,2,Topsin ,thiophanate methyl,thio,mixed modes of action,mma,16,,4,Fishers LSD (p</=0.05,,,,,2,1.8,7.2,1.8,,,,,,,,,,,,,68.8,6.2,58,6.2,,,,,,,,,,,,
461,Mueller et al ref 63,63,2006,FL,NFREC,,38947,,r2 + r5,2,Folicur + Protyx,tebucanozole + adjuvant,tebu + adj,mixed modes of action,mma,4 + 16,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,18.5,,17.6,,0.68,,0.67,,,,,,,,,
462,Mueller et al ref 63,63,2006,FL,NFREC,,38947,,r2 + r5,2,Folicur + Aquagene,tebucanozole + adjuvant,tebu + adj,mixed modes of action,mma,4 + 16,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,15.6,,17.6,,0.67,,0.67,,,,,,,,,
463,Mueller et al ref 63,63,2006,FL,NFREC,,38947,,r2 + r5,2,Folicur + Impress,tebucanozole + adjuvant,tebu + adj,mixed modes of action,mma,4 + 16,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,18.9,,17.6,,0.68,,0.67,,,,,,,,,
464,Mueller et al ref 63,63,2006,FL,NFREC,,38947,,r2 + r5,2,Headline + Impress,pyraclostrobin + adjuvant,pyra + adj,mixed modes of action,mma,6.2 + 16,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,17.8,,17.6,,0.68,,0.67,,,,,,,,,
465,Mueller et al ref 63,63,2006,FL,NFREC,,38947,,r2 + r5,2,Headline + Aquagene,pyraclostrobin + adjuvant,pyra + adj,mixed modes of action,mma,6.2 + 17,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,17.5,,17.6,,0.7,,0.67,,,,,,,,,
466,Mueller et al ref 63,63,2006,FL,NFREC,,38947,,r2 + r5,2,Headline + Protyx,pyraclostrobin + adjuvant,pyra + adj,mixed modes of action,mma,6.2 + 18,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,19.7,,17.6,,0.68,,0.67,,,,,,,,,
467,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Topguard,flutriafol,flut,triazole,triazole,7,,4,Fishers LSD (p</=0.1,50,10,87.5,10,,,,,,,,,,,,,,,,,39.7,5.4,22.1,5.4,0.48,0.03,0.34,0.03,,,,,,,,
468,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,"r3,r5",2,Headline fb Folicur,pyraclostrobin fb tebuconizole,pyra fb tebu,mixed modes of action,mma,6 fb  4,rcb,4,Fishers LSD (p</=0.1,53.1,10,87.5,10,,,,,,,,,,,,,,,,,36.6,5.4,22.1,5.4,0.48,0.03,0.34,0.03,,,,,,,,
469,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Laredo,myclobutanil,myc,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,62.5,10,87.5,10,,,,,,,,,,,,,,,,,35.3,5.4,22.1,5.4,0.44,0.03,0.34,0.03,,,,,,,,
470,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Alto,cyproconazole,cypr,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,59.4,10,87.5,10,,,,,,,,,,,,,,,,,34.4,5.4,22.1,5.4,0.41,0.03,0.34,0.03,,,,,,,,
471,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Punch + Picoxy,flusilazole + carbendazim + picoxy,flus + carb + picoxy,mixed modes of action,mma,4 + 6,rcb,4,Fishers LSD (p</=0.1,65.6,10,87.5,10,,,,,,,,,,,,,,,,,33.1,5.4,22.1,5.4,0.41,0.03,0.34,0.03,,,,,,,,
472,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,KFD-21-03,unknown,unknown,unknown,unknown,20,rcb,4,Fishers LSD (p</=0.1,59.4,10,87.5,10,,,,,,,,,,,,,,,,,32.6,5.4,22.1,5.4,0.43,0.03,0.34,0.03,,,,,,,,
473,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Tebzol,tebuconizole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,65.6,10,87.5,10,,,,,,,,,,,,,,,,,32.6,5.4,22.1,5.4,0.4,0.03,0.34,0.03,,,,,,,,
474,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,65.6,10,87.5,10,,,,,,,,,,,,,,,,,32.5,5.4,22.1,5.4,0.42,0.03,0.34,0.03,,,,,,,,
475,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r5,1,Topguard,flutriafol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,68.8,10,87.5,10,,,,,,,,,,,,,,,,,30.5,5.4,22.1,5.4,0.43,0.03,0.34,0.03,,,,,,,,
476,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r5,1,Domark,tetraconizole,tetra,triazole,triazole,5,rcb,4,Fishers LSD (p</=0.1,65.6,10,87.5,10,,,,,,,,,,,,,,,,,30.1,5.4,22.1,5.4,0.42,0.03,0.34,0.03,,,,,,,,
477,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,LABS + Laredo,unknown + myclobutanil,unknown + myc,mixed modes of action,mma,52 + 3,rcb,4,Fishers LSD (p</=0.1,68.8,10,87.5,10,,,,,,,,,,,,,,,,,28.6,5.4,22.1,5.4,0.39,0.03,0.34,0.03,,,,,,,,
478,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r5,1,Laredo,myclobutanil,myc,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,68.8,10,87.5,10,,,,,,,,,,,,,,,,,28.4,5.4,22.1,5.4,0.42,0.03,0.34,0.03,,,,,,,,
479,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Stratego,propiconizole + trifloxystrobin,prop + trif,triazole + strobilurin,mma,10,rcb,4,Fishers LSD (p</=0.1,71.9,10,87.5,10,,,,,,,,,,,,,,,,,27.3,5.4,22.1,5.4,0.37,0.03,0.34,0.03,,,,,,,,
480,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,LABS ,unknown,unknown,mixed modes of action,unknown,104,rcb,4,Fishers LSD (p</=0.1,75,10,87.5,10,,,,,,,,,,,,,,,,,26.9,5.4,22.1,5.4,0.35,0.03,0.34,0.03,,,,,,,,
481,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Headline,pyraclostrobin,pyraclostrobin,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.1,71.9,10,87.5,10,,,,,,,,,,,,,,,,,26.4,5.4,22.1,5.4,0.37,0.03,0.34,0.03,,,,,,,,
482,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,Kocide,copper hydroxide,unknown,unknown,unknown,2lb,rcb,4,Fishers LSD (p</=0.1,75,10,87.5,10,,,,,,,,,,,,,,,,,25.7,5.4,22.1,5.4,0.35,0.03,0.34,0.03,,,,,,,,
483,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,"r3,r5",2,Quadris Xtra fb Alto,cyproconazole + azoxystrobin fb cyproconazole,cyp + azo fb cyp,mixed modes of action,mma,6 fb 4,rcb,4,Fishers LSD (p</=0.1,43.8,10,87.5,10,,,,,,,,,,,,,,,,,23.6,5.4,22.1,5.4,0.51,0.03,0.34,0.03,,,,,,,,
484,Douglas et al ref 65,65,2008,FL,NFREC,,39610,,r3,1,LABS ,unknown,unknown,unknown,unknown,52,rcb,4,Fishers LSD (p</=0.1,78.1,10,87.5,10,,,,,,,,,,,,,,,,,23.5,5.4,22.1,5.4,0.35,0.03,0.34,0.03,,,,,,,,
485,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,r4,1,Topguard,flutriafol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,50,10.9,75,10.9,,,,,,,,,,,,,,,,,32.7,5.3,16.7,5.3,0.512,0.032,0.348,0.032,,,,,,,,
486,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,r4,1,Topguard,flutriafol,flut,triazole,triazole,11,rcb,4,Fishers LSD (p</=0.1,40.6,10.9,75,10.9,,,,,,,,,,,,,,,,,35.9,5.3,16.7,5.3,0.536,0.032,0.348,0.032,,,,,,,,
487,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,r4,1,Topguard,flutriaf fb flutriafol,flut,triazole,triazole,14,rcb,4,Fishers LSD (p</=0.1,43.8,10.9,75,10.9,,,,,,,,,,,,,,,,,36.8,5.3,16.7,5.3,0.536,0.032,0.348,0.032,,,,,,,,
488,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r5",2,Topguard fb Topguard,flutriaf fb flutriafol,flut,triazole,triazole,"7,7",rcb,4,Fishers LSD (p</=0.1,46.9,10.9,75,10.9,,,,,,,,,,,,,,,,,32.5,5.3,16.7,5.3,0.53,0.032,0.348,0.032,,,,,,,,
489,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r5",2,Topguard fb Topguard,flutriaf fb flutriafol,flut,triazole,triazole,"7,11",rcb,4,Fishers LSD (p</=0.1,43.8,10.9,75,10.9,,,,,,,,,,,,,,,,,35.9,5.3,16.7,5.3,0.518,0.032,0.348,0.032,,,,,,,,
490,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r5",2,Topguard fb Topguard,flutriaf fb flutriafol,flut,triazole,triazole,"7,14",rcb,4,Fishers LSD (p</=0.1,53.1,10.9,75,10.9,,,,,,,,,,,,,,,,,36.9,5.3,16.7,5.3,0.554,0.032,0.348,0.032,,,,,,,,
491,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r6",2,Topguard fb Topguard,flutriaf fb flutriafol,flut,triazole,triazole,"7,7",rcb,4,Fishers LSD (p</=0.1,56.3,10.9,75,10.9,,,,,,,,,,,,,,,,,32.1,5.3,16.7,5.3,0.549,0.032,0.348,0.032,,,,,,,,
492,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r6",2,Topguard fb Topguard,flutriaf fb flutriafol,flut,triazole,triazole,"7,11",rcb,4,Fishers LSD (p</=0.1,53.1,10.9,75,10.9,,,,,,,,,,,,,,,,,32,5.3,16.7,5.3,0.536,0.032,0.348,0.032,,,,,,,,
493,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r6",2,Topguard fb Topguard,flutriaf fb flutriafol,flut,triazole,triazole,"7,14",rcb,4,Fishers LSD (p</=0.1,53.1,10.9,75,10.9,,,,,,,,,,,,,,,,,32.8,5.3,16.7,5.3,0.502,0.032,0.348,0.032,,,,,,,,
494,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,r4,1,Topguard +NIS,flutriafol + other,flut,triazole,triazole,7+.25v/v,rcb,4,Fishers LSD (p</=0.1,56.3,10.9,75,10.9,,,,,,,,,,,,,,,,,32.6,5.3,16.7,5.3,0.54,0.032,0.348,0.032,,,,,,,,
495,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,r4,1,Topguard + Headline,flutriafol + pyraclostrobin,flut + pyra,mixed modes of action,mma,"7,6",rcb,4,Fishers LSD (p</=0.1,53.1,10.9,75,10.9,,,,,,,,,,,,,,,,,33.3,5.3,16.7,5.3,0.548,0.032,0.348,0.032,,,,,,,,
496,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,r4,1,Topguard + Topsin,flutriafol + thiophanate methyl,flut + thio,mixed modes of action,mma,"7,15",rcb,4,Fishers LSD (p</=0.1,54.9,10.9,75,10.9,,,,,,,,,,,,,,,,,33.2,5.3,16.7,5.3,0.53,0.032,0.348,0.032,,,,,,,,
497,Douglas et al ref 66,66,2008,FL,NFREC,,39612,,"r4,r5",2,Folicur fb Folicur,tebuconazole fb tebuconazole,tebu fb tebu,triazole fb triazole,triazole,"4,4",rcb,4,Fishers LSD (p</=0.1,53.1,10.9,75,10.9,,,,,,,,,,,,,,,,,35.8,5.3,16.7,5.3,0.536,0.032,0.348,0.032,,,,,,,,
498,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,r3.5,1,Topguard,flutriafol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,52,5.5,19,5.5,0.63,0.02,0.38,0.02,,,,,,,,
499,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,"r3.5,r5",2,Topguard fb Topguard,flutriafol fb flutriafol,flut fb flut,triazole,triazole,"7,7",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,54,5.5,19,5.5,0.66,0.02,0.38,0.02,,,,,,,,
500,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,"r3.5,r5",2,Topguard,flutriafol,flut,triazole,triazole,14,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,50,5.5,19,5.5,0.66,0.02,0.38,0.02,,,,,,,,
501,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,"r3.5, r5",2,Domark fb Domark,tetraconizole fb tetraconizole,tetra fb tetra,triazole,triazole,"5,5",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,51,5.5,19,5.5,0.66,0.02,0.38,0.02,,,,,,,,
502,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,"r3.5,r5",2,Topsin fb Tebuzol,thiophanate methyl fb tebuconizole,thio fb tebu,mixed modes of action,mma,"16,4",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,44,5.5,19,5.5,0.62,0.02,0.38,0.02,,,,,,,,
503,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,"r3.5,r5",2,Topsin fb Tebuzol,thiophanate methyl fb tebuconizole,thio fb tebu,mixed modes of action,mma,"20,4",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,52,5.5,19,5.5,0.65,0.02,0.38,0.02,,,,,,,,
504,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,r3.5,1,Topsin XRT,thiophanate methyl + tebuconazole,thio + tebu,mixed modes of action,mma,20,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,42,5.5,19,5.5,0.57,0.02,0.38,0.02,,,,,,,,
505,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,r5,1,Tebuzol,Tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,41,5.5,19,5.5,0.62,0.02,0.38,0.02,,,,,,,,
506,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,r3.5,1,K-Phite,unknown,unknown,unknown,unknown,96,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,23,5.5,19,5.5,0.42,0.02,0.38,0.02,,,,,,,,
507,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,r3.5,1,LBG-61,unknown,unknown,unknown,unknown,32,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,36,5.5,19,5.5,0.49,0.02,0.38,0.02,,,,,,,,
508,Douglas et al ref 67,67,2009,FL,NFREC,,40003,,r3.5,1,Headline,pyraclostrobin,pyraclostrobin,strobilurin,strobilurin,9,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,32,5.5,19,5.5,0.48,0.02,0.38,0.02,,,,,,,,
509,Lawrence et al ref 68,68,2013,AL,GCREC,Malbis fine sandy loam,41415,,r3,1,Approach,picoxystrobin,pico,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.1,,,,,1.7,0.9,4.9,0.9,,,,,,,,,,,,,69.4,4.8,62.7,4.8,,,,,,,,,,,,
510,Lawrence et al ref 68,68,2013,AL,GCREC,Malbis fine sandy loam,41415,,r3,1,Approach Prima,picoxystrobin + cyproconazole,pico + cypr,mixed modes of action,mma,5,rcb,4,Fishers LSD (p</=0.1,,,,,2.2,0.9,4.9,0.9,,,,,,,,,,,,,70.6,4.8,62.7,4.8,,,,,,,,,,,,
511,Lawrence et al ref 68,68,2013,AL,GCREC,Malbis fine sandy loam,41415,,r3,2,Approach Prima,picoxystrobin + cyproconazole,pico + cypr,mixed modes of action,mma,6.8,rcb,4,Fishers LSD (p</=0.1,,,,,1.2,0.9,4.9,0.9,,,,,,,,,,,,,68.8,4.8,62.7,4.8,,,,,,,,,,,,
512,Lawrence et al ref 68,68,2013,AL,GCREC,Malbis fine sandy loam,41415,,r3 + r5,1,Approach Prima,picoxystrobin + cyproconazole,pico + cypr,mixed modes of action,mma,6.8,rcb,4,Fishers LSD (p</=0.1,,,,,0.9,0.9,4.9,0.9,,,,,,,,,,,,,72.6,4.8,62.7,4.8,,,,,,,,,,,,
513,Lawrence et al ref 68,68,2013,AL,GCREC,Malbis fine sandy loam,41415,,r3,1,Quilt Xcel,propiconizole + azoxystrobin,prop + azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,2.7,0.9,4.9,0.9,,,,,,,,,,,,,67.1,4.8,62.7,4.8,,,,,,,,,,,,
514,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,r2,1,Topguard,flutriafol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,44.6,9.52,44.8,9.52,,,,,,,,,,,,
515,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,r5,1,Topguard,flutriafol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,40.8,9.52,44.8,9.52,,,,,,,,,,,,
516,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5",2,Topguard fb Topguard,flutriafol fb flutriafol,flut fb flut,triazole,triazole,"7,7",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,43.3,9.52,44.8,9.52,,,,,,,,,,,,
517,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r5,r5.5",2,Domark fb Domark,tetraconizole fb tetraconizole,tetra fb tetra,triazole,triazole,"5,5",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,41.6,9.52,44.8,9.52,,,,,,,,,,,,
